,fold_0_train,fold_0_val,fold_0_test,fold_1_train,fold_1_val,fold_1_test,fold_2_train,fold_2_val,fold_2_test,fold_3_train,fold_3_val,fold_3_test,fold_4_train,fold_4_val,fold_4_test
1400,0.9.04.293667.71.2.9.2.628812996170763.6233655103583.4,7.7.86.918823.18.8.3.4.22945722837.4513359985717.6,6.7.825.597090.1.927.7.9399745759.1072215174.962737,5.6.14.200557.89.6.5.8.454136430850738.9466177127434.6,0.6.51.438162.10.6.8.4.198652606564811.9213162733274.6,9.7.72.115839.05.9.2.7.79208476910.0372223329573.9,9.5.946.145251.0.371.9.3611128569.1113344730.018242,6.5.450.043380.6.315.6.3706912460.2885938286.018636,3.2.601.357285.3.920.9.9146836149.7781036868.693617,0.4.14.314628.13.7.7.4.002730697718720.0324167536863.1,8.7.13.542671.04.5.1.2.476708550104380.9471642895044.2,9.9.056.950828.6.968.6.3827844430.6091404075.852846,6.5.09.472765.53.9.2.9.69323609717.7036435157037.6,7.6.58.344540.56.6.4.0.56480298785.2407742953530.9,5.6.08.623531.02.7.7.3.629901335986460.5826970835737.1
1401,4.5.20.000664.66.8.0.6.867836202997388.8688821580513.0,1.7.73.383754.87.6.8.9.54658570712.2911276335122.7,1.5.06.268417.04.5.2.2.704357456096602.2936692086990.4,7.8.59.601857.36.5.0.5.917871181327297.6609046973429.2,4.6.63.651845.62.9.2.8.962592700175686.7317511020738.0,0.3.154.174101.8.949.1.7639323187.0463248803.664030,2.9.75.964580.53.8.5.7.74724397354.9346393114931.5,2.6.92.592069.64.3.0.3.25469456241.3707419286238.3,1.3.71.077369.76.1.0.4.917353448245003.0258961956184.8,3.7.508.276765.2.525.1.8884521541.4771224704.791,4.9.78.678985.64.1.2.3.730230084762033.2287220707748.5,4.9.310.244653.9.224.7.2314918425.1329885678.950448,0.9.66.296812.81.9.9.0.27006516820.2701222330613.6,5.8.921.411741.5.360.7.8876916146.6631938333.224362,9.7.92.070442.11.2.8.4.83642927796.7687691338840.9
1402,4.6.83.567197.06.0.6.2.978793247517357.9254262756308.0,8.2.25.901637.74.1.7.1.43372093291.0822543414655.2,7.7.31.112849.04.9.0.0.16966749966.0429342183880.9,7.4.28.074404.10.5.8.4.454986944292537.6860707828941.1,0.4.91.134468.61.7.4.3.308816109091339.4591045376088.5,7.9.85.051624.06.4.2.8.07724084760.5780539085746.5,1.4.671.906995.0.596.3.0475537560.1532261481.818769,6.3.691.944418.8.880.4.6771592706.5431069432.328416,1.8.27.541066.43.6.7.0.77696788542.2655374439536.6,2.6.850.521630.9.144.1.2695280790.1294469946.568962,1.4.35.828727.17.3.3.0.70966788781.5701756384703.5,4.0.25.037218.97.2.6.3.34463028176261.8423690007564.0,9.3.86.695406.27.1.4.7.657537429599512.7922174828804.9,3.5.678.624270.2.621.1.8425362930.5337214029.118743,8.7.371.053862.1.261.1.0419376497.6211322439.45888
1403,6.7.607.094980.5.001.0.6925632096.8140720637.824951,8.4.04.475426.07.8.5.9.848835267062662.6257817052520.3,2.6.211.286810.3.379.7.6587279804.5811365814.035751,6.0.79.081590.17.1.1.3.62978999293.6860113973236.6,7.6.238.700419.1.974.3.6022259074.8994432195.314373,6.1.55.631684.19.6.8.9.87096428736.2130416394814.8,3.6.086.224735.3.797.8.1105503022.9803452648.469272,6.3.70.966818.56.9.4.7.21557334266.6584110494039.2,0.4.45.766747.97.4.0.7.21509106613.8357712468558.4,5.8.60.580501.64.3.3.4.373397867154457.8545066896501.8,3.9.84.054576.50.7.7.0.09777680491.6386932814482.6,5.2.013.904529.3.247.8.5037456841.7462463319.766296,0.2.40.919365.28.0.1.7.345619382934907.0828423033413.5,0.2.55.841400.01.7.5.6.11006695343.6882624998469.7,5.6.23.213392.61.9.7.0.21771006775.4064635152146.3
1404,5.3.229.373757.9.408.4.2137182238.6964701372.951721,1.0.025.719508.2.778.8.5509665547.7737750883.042908,2.7.172.821815.7.769.3.0599404741.4474522707.376935,1.6.42.013885.78.5.7.3.285421661687146.8901303523741.1,7.9.89.658286.47.0.3.2.95627547439.8585027848642.9,3.5.75.459426.84.4.8.8.264008073026267.6759148194609.3,3.6.81.711949.46.8.3.6.36511055400.8567366661020.2,8.8.77.410447.16.0.5.8.25637167613.5213222552746.3,5.9.002.619838.7.734.2.8330397592.8012494365.088081,2.9.82.427933.99.5.3.5.97986109707.4500700693553.4,9.0.182.344811.4.453.4.0278512620.4571556444.098993,0.5.62.549817.63.5.2.9.009363550434397.9664982295069.2,6.2.951.606201.2.108.7.2917257019.7607349982.414849,7.1.59.909925.37.4.1.1.73906004239.4591772923798.6,7.1.04.586091.62.3.0.9.29878778026.7929665867272.2
1405,2.3.36.889159.16.1.4.9.61602356528.9475657468909.1,6.1.65.678769.71.9.2.6.10665961541.8434177634406.0,0.1.43.764459.69.5.0.8.89994287196.6379039623741.9,0.4.77.859242.73.7.3.8.46952319496.7810299963990.1,1.5.56.225196.54.9.2.0.50369362108.8517487622235.8,2.1.53.940516.66.4.4.3.639915303263523.4898551814100.0,1.7.86.089777.27.0.6.6.35842044331.2147037212573.2,7.2.28.976523.10.5.2.6.97322169625.4951188573505.8,4.0.00.162295.45.7.3.3.412116056014011.1364945888084.4,8.5.43.444027.06.5.5.4.429147220665728.8255717417318.4,2.6.82.591742.15.8.3.5.20190163287.5013053987463.3,2.2.44.679370.82.9.5.8.99605426678.4346324825115.7,8.8.912.251702.0.732.2.1408973895.8319195190.250625,3.9.69.324771.63.9.2.8.55234736457.4446043794163.6,0.7.84.430411.65.4.8.1.08839127634.8923154542001.4
1406,9.4.63.421757.87.7.6.8.00502467918.0681982313688.2,6.6.189.197822.6.772.0.6137725541.8807548998.470358,6.8.15.481932.47.2.1.5.73774574631654.1750809080116.0,2.3.775.009861.2.156.8.0858441617.1178899701.242786,7.3.91.958355.93.5.4.9.432000061150699.0541202768429.4,3.1.53.494354.86.2.6.1.35565853189.1996535583140.3,1.1.367.039184.9.258.9.7063157157.3345800360.985243,5.5.27.242871.76.4.6.0.86307080156.3327556422319.5,1.4.73.762347.54.6.0.4.33139851472.7151894394987.0,4.4.697.709564.7.639.5.1000935941.4933750130.96308,2.3.65.036312.99.0.1.1.472440049796824.4102525510781.6,0.4.03.648077.31.6.2.8.03382455630.8665696390282.7,2.9.97.842221.41.1.2.6.911694006280118.4875608837939.8,1.6.109.544431.5.736.0.6016102305.5791147795.962075,4.8.71.539940.20.9.1.9.211335913009881.9495038847777.3
1407,1.4.37.464676.81.9.6.7.955922563477745.0574460971664.4,1.1.77.822744.97.7.5.5.781668580148966.6501790047666.4,3.4.41.621983.99.6.8.8.27798013643.6203038744551.3,6.7.345.194438.7.403.0.4180537728.9230981776.352742,1.2.42.785657.62.3.7.7.575967239193510.1065314435809.5,8.9.098.083080.6.359.5.5164418430.2439761926.346407,0.2.25.941495.08.0.3.6.54049755103.6811792947497.5,9.0.256.611018.4.923.4.4962939208.5653811016.356758,3.4.41.888295.33.2.5.2.991398053450532.7041527546328.6,4.5.944.506243.4.661.1.7604616411.8661686000.999828,3.8.90.378780.95.6.3.3.67549487929.8675563385630.0,3.8.83.273525.81.9.7.0.733640283261559.2961429698369.7,5.8.85.039950.67.2.1.3.608452389766503.4426133540699.4,1.3.72.831187.47.3.7.1.14600153151.0880820417407.4,3.9.415.421149.2.017.7.6654029820.7413998661.425423
1408,9.5.01.648948.04.9.1.2.00839648021.2764425908851.3,5.0.61.467826.99.0.4.0.22341936939293.1094017453808.2,7.5.92.124354.03.2.5.2.132406580260142.8858310938149.6,0.8.49.060316.85.8.0.2.66679034330.1042518014291.5,4.8.14.640229.99.8.6.7.27023063052.5543579330366.0,4.4.05.522345.18.3.9.8.475810417461947.9158605897930.8,8.1.622.900748.4.180.3.8349626025.9645746844.741346,5.7.13.156025.31.5.7.5.23372069406.7626738185037.0,8.7.253.631638.9.984.2.6065904569.3070840706.453414,8.7.12.678862.93.2.6.9.42461290125.8525434177974.6,8.2.200.128362.4.918.0.5784235598.0334826869.760478,4.9.35.956241.66.1.3.5.93663694547274.8897312196399.2,7.8.45.283628.19.2.1.3.66194238273.9127866985397.4,6.4.037.899157.2.893.4.9698371633.0944542794.764456,3.4.31.174195.90.7.1.9.079276592086420.5370635160722.6
1409,4.8.73.624178.52.9.2.4.66778832307.2505111972197.0,0.4.378.560631.8.607.6.7552362776.4271006540.094708,8.9.84.962479.67.1.6.1.645065902469738.7095264539228.6,7.8.42.854410.74.7.3.3.53314008828.9077331717659.7,3.2.74.223250.09.5.9.1.940001305792464.1524883952993.0,9.4.73.534265.95.9.9.6.776195736801281.5877560069866.2,3.4.36.335760.53.3.5.8.771542607727664.8746388271491.6,4.7.226.165231.0.717.0.1742222656.7721394352.275265,7.2.71.460658.35.2.7.6.74544070626.0374249926560.9,0.3.30.900448.78.0.8.7.36466072611.9890292151135.7,9.7.615.274925.6.505.9.2346638741.1684380326.383209,9.9.70.794985.20.5.8.2.336308010941822.0747596130797.0,3.0.62.452168.71.8.8.9.57736227561.4363389816233.0,1.8.97.818979.78.6.1.7.649767165956571.0369158758058.7,0.2.515.517386.7.466.6.9501661178.5033824861.729777
1410,2.7.12.514177.68.0.5.2.73788777298.9684330198077.8,5.1.989.936045.7.364.2.7580391943.6591044807.217660,7.1.81.210198.66.4.7.3.91466101222.7756334133143.8,7.5.771.024673.5.670.6.7479669686.3980939427.089767,7.5.58.524655.00.9.5.0.898223243908911.9683121836850.2,4.5.086.678723.5.006.6.5550947668.6949869932.684528,4.2.04.608611.40.5.2.6.44235543534004.2673448329678.7,4.1.35.117569.99.9.8.7.33068982654.9375833109430.5,9.5.192.196810.8.905.0.2028603930.6411852484.931627,0.5.76.511439.38.2.2.0.960725470721682.6192293489760.1,8.4.56.106661.42.1.7.7.828903173402370.6392715478250.7,9.2.358.611817.0.019.5.8721799380.4013865192.074247,7.9.81.138347.18.7.1.5.08950237015.1589716594880.1,3.3.33.991912.16.7.2.6.08010055995.6755612585692.5,6.7.31.251919.08.4.7.7.56389727487.2474284176562.6
1411,3.3.38.750413.96.4.1.3.302672628866029.7738601097893.8,3.6.600.559229.9.930.0.5114787716.6694265056.91168,3.5.55.781803.68.8.4.1.17064387004.4392493179031.7,4.4.48.256559.71.2.9.5.39146552834.4512010035818.3,6.0.944.548226.3.298.4.2549038408.1560042660.253558,1.9.60.436601.61.4.6.5.29033266795190.7699700225495.5,2.5.09.668689.29.8.3.2.704678325307316.7915303230310.2,7.6.882.033085.6.603.2.9658755607.4670916662.289519,2.6.308.345184.4.569.2.4550621737.2743414313.785519,0.8.906.400836.7.631.7.0518805153.7063015560.949393,5.2.85.146261.84.0.1.3.66280913133.3421292608882.4,4.2.24.035146.97.1.4.0.948870678649724.3560549967069.3,4.1.81.366001.92.1.7.5.350335227856540.9423704784067.0,9.0.51.412872.18.5.6.0.11575575557.1494431082123.2,6.1.59.775065.94.4.7.6.43111261288.0086250150841.2
1412,4.2.48.874828.83.1.1.1.95800167765.2283843562065.9,8.4.243.429990.5.461.1.2729071637.2092365219.437703,6.7.55.853137.31.2.6.5.53774656960.2425015732577.8,6.8.453.889685.5.081.0.2331151288.6478602453.314829,0.6.07.093622.83.6.2.1.191412582420537.8309982002935.2,2.8.76.328582.77.3.7.5.263095305616299.1419602433877.4,2.9.65.794296.51.1.5.0.823696882549122.8208064730502.2,4.3.91.952557.82.6.7.9.182681414160843.9785608654238.6,8.8.650.176624.8.060.7.0912912944.6591060242.942997,7.3.20.259977.72.5.0.6.826141457421236.1340788819680.9,5.3.05.648913.48.8.6.8.31754964039.5449318075186.1,8.3.63.621502.23.2.4.2.86199899347545.3373969242029.6,5.0.24.236587.38.2.5.6.51201672227.2592025061060.3,3.5.30.094858.38.0.4.4.25647259379.0967220591309.1,9.9.67.790363.16.5.2.6.859559345294047.3299290597699.1
1413,9.3.57.730799.46.6.5.5.134511613356232.1972827980997.6,4.3.04.500454.10.6.2.1.03049771818.7572847837464.7,8.9.75.541985.19.8.7.2.81437041846.0559357747454.3,0.2.64.323934.25.4.8.3.612699424367903.4185624451647.1,2.6.791.858951.3.048.1.3399452143.9903353463.040487,5.8.56.470631.22.9.9.2.87444050537.6953653158290.0,7.2.21.263225.46.2.2.5.665668322287534.1856553821151.4,8.8.88.702773.74.0.1.8.87514674842.7429691478116.4,2.5.19.821444.25.855676897639.1262.9232492558841,8.8.05.038846.26.0.4.3.249583138765700.6393663211569.4,3.5.53.942338.61.5.3.1.277889800045913.0661169119902.0,0.6.556.075383.3.111.9.3882899752.2998359954.794078,0.4.96.024123.25.4.2.1.364270117116929.6273368168828.8,3.2.53.459879.63.8.5.0.793622044901425.6132923316184.2,5.7.73.767912.23.8.5.6.14293989913.1243471388926.7
1414,0.4.77.785377.70.4.8.1.218413568810237.1372986029709.2,0.1.62.464244.70.6.7.4.19601981342.0966637550682.8,1.3.07.849234.78.8.5.9.51744406939.8058599296074.2,5.5.59.018802.34.0.3.3.890760754774611.4164340527981.5,9.3.70.884308.33.7.5.2.13518957178.8908688692003.5,4.0.31.964193.43.4.3.1.68682987247.3176610949763.3,5.6.714.777957.5.075.9.4278156389.1796616775.289220,0.6.71.214032.79.4.9.3.48006397566.1688073634001.7,0.3.89.011733.37.1.5.6.320919664899664.0229752480931.5,0.6.423.780702.6.416.2.6259066300.4808900237.575591,8.1.50.780782.50.1.7.2.75446904751.4018672442992.6,1.4.72.596476.74.6.9.9.57392795581.3955986372000.5,9.1.80.845089.87.1.2.8.80445902262.1533757189270.6,3.5.57.864854.79.4.9.1.12903663954.9472600173468.8,8.6.80.703409.64.5.1.8.06515220886.6591648667365.0
1415,0.8.19.163734.44.6.4.4.91172719839.5612712866037.6,9.2.84.647750.78.0.5.0.389016936239984.6908267873394.1,9.9.891.102724.0.811.2.9486165492.8106053942.048243,3.7.483.387745.1.554.0.2304440331.6171212377.153062,8.4.91.666741.34.8.1.1.82878705589.9715033168744.1,1.7.642.508054.2.686.0.8948831523.5414403097.634630,6.8.75.598933.62.4.6.8.169555105106655.8743117024840.2,3.9.32.453795.96.6.4.7.68098705314.3691121675169.1,8.6.62.525452.32.7.2.0.64083754631.4198959044451.8,3.5.97.761649.10.0.9.2.202642511888866.7720052350328.6,4.1.595.498150.5.602.5.5757278842.6562307661.17598,4.8.29.467187.13.1.9.2.302204508264680.1300270914445.0,7.4.339.035778.1.593.2.1662642329.8264195449.009897,0.0.45.375731.57.9.6.0.803255556468507.7420252077251.9,9.5.36.574223.11.4.5.2.910850042907329.9420718295338.3
1416,7.7.99.645094.68.3.3.0.68437385135.8619830262222.3,1.8.265.615031.5.332.2.0995430060.5372489921.717578,6.6.415.169961.6.650.2.8161438897.7118978371.661412,0.4.25.718508.44.6.7.1.376078763173759.6669005123404.1,7.1.96.272458.18.5.5.5.68000552825.3963185290771.9,7.3.74.118524.28.1.8.7.486787465054969.6466152491585.0,9.0.61.811774.54.8.5.0.07256939890.5692049046444.8,7.8.64.159820.18.2.0.2.78368918542.7578106672115.7,8.1.57.942794.98.7.5.0.45576502645.2468866675439.3,3.4.22.921039.21.4.4.3.86244334079.5590988519368.5,0.8.21.770106.87.3.1.8.59683410305.1561241467014.4,7.3.47.987333.53.1.0.7.446374692448311.3192707956265.7,8.4.215.292784.1.543.5.5553792051.4478216481.152503,8.8.44.068637.07.2.6.4.057118771859446.0451252720600.6,6.5.30.929294.17.0.0.7.28686099918.5724400093300.5
1417,8.1.523.152912.1.546.2.3806855548.9707907689.970623,6.1.33.701192.11.9.0.4.163124957719754.3987510598444.7,8.7.92.780357.45.0.2.0.28249552075.0171981314164.3,0.1.80.195049.95.4.8.3.13389185712.1504198640621.4,1.6.23.907252.88.1.1.6.53423292386.0225183420173.4,8.5.00.221664.93.9.1.0.31365840442.3317374264672.6,4.6.67.818220.47.2.4.0.31289962228.9717924376286.2,9.4.99.745718.62.6.4.2.954152869562656.9637854240392.5,6.2.70.399995.25.6.0.5.06142583960658.8939703635725.9,1.3.02.677751.34.2.6.3.490314626024700.7984933827503.3,5.3.370.829892.9.437.3.8393780058.7973376269.047035,0.4.64.324236.10.7.4.7.887219060777139.2392590006711.2,1.6.02.300862.79.8.2.2.22841239595.1487245464475.4,6.8.55.106166.36.9.4.9.00438364991.1686584947491.5,8.4.78.713533.15.6.3.0.664790036382878.2749208451295.2
1418,0.4.53.630661.66.2.3.8.186246418442524.7933588096764.9,3.4.40.798341.84.0.9.4.39238254108.8039430096493.2,7.3.222.431873.1.746.1.6408116292.6195188623.208476,8.2.10.679980.68.5.2.7.31705518029.5968401556321.6,2.9.701.814153.3.471.0.7965495269.6594697159.193437,1.6.52.519732.21.1.8.1.65865771100.2045137471415.7,0.1.907.400231.3.828.0.5521105195.6987100735.74879,2.7.33.281145.28.9.4.6.950469378978744.1750939998739.8,3.8.22.468876.18.5.1.0.456100064222586.4860165545120.6,3.5.40.281125.35.0.7.6.723049151082640.1218341952176.4,1.3.84.413670.00.0.1.5.62550233074.7822107731509.7,9.5.158.976615.7.214.8.3010098441.9386169543.118033,3.7.14.909455.25.5.3.3.08497904928.6064392372286.8,7.8.59.601857.36.5.0.5.917871181327297.6609046973429.2,2.9.239.598684.6.870.8.0896570603.2821057200.224036
1419,1.5.30.860068.24.9.0.5.094941402793533.8348978551210.0,4.6.91.656688.38.2.2.7.13753506453.1772806242940.0,6.2.51.855882.10.3.3.8.99629216255.6540280339768.5,1.2.53.305195.89.2.5.6.21082999250.0708416566011.6,0.4.30.981248.75.1.7.9.24130963878.5640271117167.1,8.2.063.453528.2.167.5.0480270050.7681456831.998557,8.3.24.624061.57.4.6.9.02400742839.4169530229708.5,9.8.89.630311.48.1.8.3.74573947506.1860336283209.3,1.5.701.651776.9.071.7.7499489118.0947692786.27226,7.2.40.651793.46.4.8.2.07575460078.1648163590969.6,0.5.29.129906.85.2.6.5.59254933414.4528816823862.2,1.3.131.818793.5.791.8.6039490703.7117810051.97757,4.7.62.293938.63.3.8.4.185227708563404.2136722155390.6,1.4.671.906995.0.596.3.0475537560.1532261481.818769,4.1.141.658887.6.075.8.3681165261.7302382525.223142
1420,6.3.626.144635.2.445.5.9324704093.9070782346.201207,2.8.17.336737.77.8.1.7.75405469551.6912058792411.0,3.9.045.045610.1.676.2.8257613529.5088528846.659170,7.1.223.098223.5.549.5.0811489416.2620015654.468975,1.6.96.322738.17.0.7.3.10265109070.8211041264310.8,1.2.92.160430.87.1.1.3.061872548791816.7809837287801.8,7.6.274.868314.4.615.1.4713848195.7559323565.157060,1.1.56.023801.80.6.4.1.064594180393801.8682608132945.4,9.4.51.821604.57.8.4.1.463143244519619.1160871957244.7,5.7.377.082241.3.901.1.3047997318.6320291762.878154,2.2.815.291820.5.303.1.9790278107.2449603704.935929,3.9.006.222388.6.321.4.4500690482.0315843052.992073,7.1.514.062466.8.845.5.5852965783.4596932471.343707,4.0.730.780184.2.429.2.7968978363.8733742897.63445,0.5.824.737440.6.745.4.1994052979.2230225745.524884
1421,1.9.36.308646.88.1.7.8.25130174723.3690817155828.6,0.2.09.808444.45.6.8.8.35771030470.3538300483255.8,5.2.801.914969.8.430.7.3463391773.9026307531.727696,1.5.855.881205.4.789.5.1990815560.7325505161.394370,5.0.70.015655.06.1.5.7.455787966308491.6426378560554.9,3.8.07.003347.12.9.1.8.734382007268248.4916771572973.2,5.3.77.321312.49.2.7.0.661683668945772.7423413482146.2,9.9.71.397775.89.2.8.7.374593197742432.9289019748590.4,2.8.88.364799.77.6.1.7.034475219109903.5665201811411.0,5.3.86.102349.43.0.8.5.45423033921014.1553892711554.3,5.5.32.394193.57.3.0.0.95494934831.8691663311286.3,9.4.60.650106.46.6.5.6.375863839481325.4756810139724.4,1.7.00.994452.11.0.1.8.986033987968936.5954979828432.0,3.4.54.733855.29.9.8.8.558903010910899.6504483237581.5,8.2.348.368469.3.714.7.2796054080.6505629633.603468
1422,5.8.15.289609.39.7.9.1.85520211902.1433364059823.4,5.4.23.207455.49.2.2.2.36523898647.6865791058167.7,3.8.314.410650.0.464.2.0273558984.1606995927.463559,4.6.94.179815.63.9.3.7.194648023107353.3185610467055.8,9.6.55.181142.33.7.9.5.54390638355513.1944855978883.8,6.2.29.299100.89.5.0.4.270661245587857.5924141476527.6,4.6.29.210635.32.0.4.2.196874221267249.4320471695274.9,1.7.66.360415.77.3.6.2.22854584036.6862040886872.0,8.4.869.747915.6.041.5.4913271859.5909560526.377223,2.4.77.408765.92.952904798653.5771.3622407562160,5.2.56.470762.84.0.1.8.146276922612554.6985101570109.0,4.4.38.943521.60.5.7.6.23546991065.9431246427340.3,2.3.43.708951.96.5.8.2.043533969669911.6946678691147.0,4.6.27.282853.52.8.0.1.24099654312.1863079337545.1,4.6.28.355829.10.5.3.3.76146883071.3541952253407.6
1423,3.7.74.284762.33.6.9.9.01155492373.4359349701777.0,7.7.37.857817.98.2.9.4.71452838137.0401999263693.2,7.8.55.178650.94.5.3.7.92732121906.6702082703035.3,1.8.97.818979.78.6.1.7.649767165956571.0369158758058.7,8.9.264.303993.5.017.2.3789825099.5526233270.375381,6.9.28.880264.95.7.6.5.783296914236359.7427923324678.1,4.4.01.721406.46.4.9.0.007893758154856.3284557548662.6,5.0.58.250588.44.1.1.7.85390151909.3600893838998.6,2.7.67.162396.54.5.4.0.080002319352784.9202082318515.2,6.3.30.686667.02.0.3.8.040047497630450.5975945272280.6,4.3.72.580027.05.0.2.7.515505422744129.1425104939379.7,0.2.34.946268.22.0.2.2.964427661008933.2246396877135.8,9.5.38.459817.97.2.6.5.65130814308.9708870593344.8,4.1.83.973052.37.8.5.0.42193478334.6437235265968.2,2.6.062.703287.5.676.1.0480668574.6733188797.892701
1424,5.7.99.444064.47.6.8.0.26438534144.8026202580616.5,6.0.12.057370.73.2.0.6.313586640472214.1942328208536.0,6.0.072.677246.5.994.5.6184771381.6769151212.30001,2.0.31.523854.21.3.1.9.01903449263.6757430702864.3,1.9.321.282401.8.073.4.1357095060.1726653511.840645,5.3.77.808199.77.345945040229.9454.2996091332683,7.2.03.779514.43.0.3.4.17459363133.5378651865215.8,1.0.24.322256.23.3.7.9.90252650281.9762677994777.1,9.7.27.957280.83.6.4.5.89724016068.6562574393177.8,0.9.44.767296.71.6.5.3.023826702682415.1006292227836.2,9.0.005.396867.7.181.4.4016095787.5497490540.562430,8.9.559.925292.6.556.9.6480467108.7381092858.59629,9.8.009.484757.4.794.7.4905942542.9545981720.477205,8.5.70.081561.25.6.9.2.98763042889.6289899344429.9,5.8.451.292403.5.452.5.8163561897.9743148722.893496
1425,0.1.066.926233.4.495.7.4143598162.2240992372.329157,1.4.482.472566.1.886.2.7755318451.6783753430.9662,1.7.58.503621.16.6.1.9.71705375987.3411599860195.7,3.8.611.924812.0.302.7.2924485492.7265020217.826436,1.6.57.889867.01.1.2.8.938108636401595.2664405945929.2,8.2.049.323057.6.911.9.6275246452.8472780072.457201,7.4.98.763159.56.4.9.9.023429621367007.9637269603995.5,6.3.064.282572.3.749.9.6850843163.2966966362.662550.5,0.5.913.297668.0.217.0.7946259371.2935212100.232638,1.2.263.330914.7.787.1.1629467365.9395964343.26357,7.0.310.867495.5.478.5.4818582632.3385597145.86712,3.4.769.244225.3.174.3.6608549476.7206641011.946573,2.3.40.605643.74.2.7.1.961728166220908.0124748496166.9,7.2.787.924058.2.069.4.8339884612.2875825468.664275,6.2.555.001893.4.298.4.6964221138.4535103939.090604
